YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,PK12_ENROLLMENT,PK_FULL_ENROLLMENT,PK_HALF_ENROLLMENT,PK_ENROLLMENT,K12_ENROLLMENT,CHG_PK12_ENROLLMENT,PCT_CHG_PK12_ENROLLMENT,CHG_10YR_PK12_ENROLLMENT,PCT_CHG_10Y_PK12_ENROLLMENT,CHG_K12_ENROLLMENT,PCT_CHG_K12_ENROLLMENT,CHG_10Y_K12_ENROLLMENT,PCT_CHG_10Y_K12_ENROLLMENT
2016,2016-17,01,Atlantic,2680,Linwood City School District,835,0,20,20,815,3,0.0036057692307691624,NA,NA,5,0.006172839506172867,NA,NA
2017,2017-18,01,Atlantic,2680,Linwood City School District,819,11,11,22,797,-16,-0.019161676646706538,NA,NA,-18,-0.02208588957055213,NA,NA
2018,2018-19,01,Atlantic,2680,Linwood City School District,807,19,4,23,784,-12,-0.0146520146520146,NA,NA,-13,-0.016311166875784155,NA,NA
2019,2019-20,01,Atlantic,2680,Linwood City School District,821,11,17,28,793,14,0.017348203221809078,NA,NA,9,0.011479591836734748,NA,NA
2020,2020-21,01,Atlantic,2680,Linwood City School District,807,1,26,27,780,-14,-0.01705237515225333,NA,NA,-13,-0.016393442622950838,NA,NA
2021,2021-22,01,Atlantic,2680,Linwood City School District,791,1,28,29,762,-16,-0.019826517967781898,NA,NA,-18,-0.023076923076923106,NA,NA
2022,2022-23,01,Atlantic,2680,Linwood City School District,803,36,2,38,765,12,0.015170670037926604,-82,-0.09265536723163836,3,0.003937007874015741,-105,-0.12068965517241381
2023,2023-24,01,Atlantic,2680,Linwood City School District,787,33,1,34,753,-16,-0.01992528019925277,-76,-0.08806488991888761,-12,-0.015686274509803977,-85,-0.10143198090692129
2012,2012-13,01,Atlantic,2910,Mainland Regional High School,1401.5,0,0,0,1401.5,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,2910,Mainland Regional High School,1418,0,0,0,1418,16.5,0.011773100249732327,NA,NA,16.5,0.011773100249732327,NA,NA
2014,2014-15,01,Atlantic,2910,Mainland Regional High School,1355.5,0,0,0,1355.5,-62.5,-0.04407616361071931,NA,NA,-62.5,-0.04407616361071931,NA,NA
2015,2015-16,01,Atlantic,2910,Mainland Regional High School,1316,0,0,0,1316,-39.5,-0.029140538546661765,NA,NA,-39.5,-0.029140538546661765,NA,NA
2016,2016-17,01,Atlantic,2910,Mainland Regional High School,1302,0,0,0,1302,-14,-0.010638297872340385,NA,NA,-14,-0.010638297872340385,NA,NA
2017,2017-18,01,Atlantic,2910,Mainland Regional High School,1267,0,0,0,1267,-35,-0.026881720430107503,NA,NA,-35,-0.026881720430107503,NA,NA
2018,2018-19,01,Atlantic,2910,Mainland Regional High School,1226,0,0,0,1226,-41,-0.03235990528808208,NA,NA,-41,-0.03235990528808208,NA,NA
2019,2019-20,01,Atlantic,2910,Mainland Regional High School,1239,0,0,0,1239,13,0.010603588907014627,NA,NA,13,0.010603588907014627,NA,NA
2020,2020-21,01,Atlantic,2910,Mainland Regional High School,1239,0,0,0,1239,0,0,NA,NA,0,0,NA,NA
2021,2021-22,01,Atlantic,2910,Mainland Regional High School,1213,0,0,0,1213,-26,-0.02098466505246166,NA,NA,-26,-0.02098466505246166,NA,NA
2022,2022-23,01,Atlantic,2910,Mainland Regional High School,1181,0,0,0,1181,-32,-0.02638087386644683,-220.5,-0.1573314306100606,-32,-0.02638087386644683,-220.5,-0.1573314306100606
2023,2023-24,01,Atlantic,2910,Mainland Regional High School,1170,0,0,0,1170,-11,-0.009314140558848383,-248,-0.17489421720733422,-11,-0.009314140558848383,-248,-0.17489421720733422
2012,2012-13,01,Atlantic,3020,Margate City School District,473,0,3,3,470,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,3020,Margate City School District,456,0,2,2,454,-17,-0.03594080338266381,NA,NA,-16,-0.03404255319148941,NA,NA
2014,2014-15,01,Atlantic,3020,Margate City School District,424,0,1,1,423,-32,-0.07017543859649122,NA,NA,-31,-0.06828193832599116,NA,NA
2015,2015-16,01,Atlantic,3020,Margate City School District,399,0,0,0,399,-25,-0.05896226415094341,NA,NA,-24,-0.05673758865248224,NA,NA
2016,2016-17,01,Atlantic,3020,Margate City School District,361,0,0,0,361,-38,-0.09523809523809523,NA,NA,-38,-0.09523809523809523,NA,NA
2017,2017-18,01,Atlantic,3020,Margate City School District,365,0,0,0,365,4,0.011080332409972193,NA,NA,4,0.011080332409972193,NA,NA
2018,2018-19,01,Atlantic,3020,Margate City School District,350,0,0,0,350,-15,-0.04109589041095896,NA,NA,-15,-0.04109589041095896,NA,NA
2019,2019-20,01,Atlantic,3020,Margate City School District,360,0,0,0,360,10,0.02857142857142847,NA,NA,10,0.02857142857142847,NA,NA
2020,2020-21,01,Atlantic,3020,Margate City School District,382,0,1,1,381,22,0.061111111111111116,NA,NA,21,0.05833333333333335,NA,NA
2021,2021-22,01,Atlantic,3020,Margate City School District,360,0,2,2,358,-22,-0.05759162303664922,NA,NA,-23,-0.06036745406824151,NA,NA
2022,2022-23,01,Atlantic,3020,Margate City School District,336,0,6,6,330,-24,-0.06666666666666665,-137,-0.2896405919661733,-28,-0.07821229050279332,-140,-0.2978723404255319
2023,2023-24,01,Atlantic,3020,Margate City School District,317,0,3,3,314,-19,-0.05654761904761907,-139,-0.3048245614035088,-16,-0.048484848484848464,-140,-0.3083700440528634
2012,2012-13,01,Atlantic,3480,Mullica Township School District,740,68,0,68,672,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,3480,Mullica Township School District,757,58,0,58,699,17,0.02297297297297307,NA,NA,27,0.0401785714285714,NA,NA
2014,2014-15,01,Atlantic,3480,Mullica Township School District,774,62,0,62,712,17,0.022457067371202122,NA,NA,13,0.01859799713876975,NA,NA
2015,2015-16,01,Atlantic,3480,Mullica Township School District,743,56,0,56,687,-31,-0.040051679586563305,NA,NA,-25,-0.0351123595505618,NA,NA
2016,2016-17,01,Atlantic,3480,Mullica Township School District,729,38,0,38,691,-14,-0.018842530282637937,NA,NA,4,0.005822416302765587,NA,NA
2017,2017-18,01,Atlantic,3480,Mullica Township School District,712,41,0,41,671,-17,-0.023319615912208547,NA,NA,-20,-0.02894356005788712,NA,NA
2018,2018-19,01,Atlantic,3480,Mullica Township School District,697,58,0,58,639,-15,-0.021067415730337102,NA,NA,-32,-0.04769001490312963,NA,NA
2019,2019-20,01,Atlantic,3480,Mullica Township School District,705,56,0,56,649,8,0.011477761836441891,NA,NA,10,0.015649452269170583,NA,NA
2020,2020-21,01,Atlantic,3480,Mullica Township School District,651,41,0,41,610,-54,-0.07659574468085106,NA,NA,-39,-0.06009244992295837,NA,NA
2021,2021-22,01,Atlantic,3480,Mullica Township School District,627,54,0,54,573,-24,-0.03686635944700456,NA,NA,-37,-0.060655737704918056,NA,NA
2022,2022-23,01,Atlantic,3480,Mullica Township School District,636,81,0,81,555,9,0.014354066985645897,-104,-0.14054054054054055,-18,-0.03141361256544506,-117,-0.1741071428571429
2023,2023-24,01,Atlantic,3480,Mullica Township School District,621,86,0,86,535,-15,-0.02358490566037741,-136,-0.17965653896961686,-20,-0.036036036036036,-164,-0.23462088698140204
2012,2012-13,01,Atlantic,3720,Northfield City School District,1012,0,2,2,1010,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,3720,Northfield City School District,980,0,3,3,977,-32,-0.031620553359683834,NA,NA,-33,-0.0326732673267327,NA,NA
2014,2014-15,01,Atlantic,3720,Northfield City School District,927,0,0,0,927,-53,-0.05408163265306121,NA,NA,-50,-0.051177072671443224,NA,NA
2015,2015-16,01,Atlantic,3720,Northfield City School District,908,0,0,0,908,-19,-0.02049622437971954,NA,NA,-19,-0.02049622437971954,NA,NA
2016,2016-17,01,Atlantic,3720,Northfield City School District,919,0,0,0,919,11,0.012114537444933848,NA,NA,11,0.012114537444933848,NA,NA
2017,2017-18,01,Atlantic,3720,Northfield City School District,909,0,0,0,909,-10,-0.01088139281828071,NA,NA,-10,-0.01088139281828071,NA,NA
2018,2018-19,01,Atlantic,3720,Northfield City School District,914,0,0,0,914,5,0.005500550055005604,NA,NA,5,0.005500550055005604,NA,NA
2019,2019-20,01,Atlantic,3720,Northfield City School District,935,20,0,20,915,21,0.02297592997811826,NA,NA,1,0.001094091903719896,NA,NA
2020,2020-21,01,Atlantic,3720,Northfield City School District,907,42,0,42,865,-28,-0.029946524064171087,NA,NA,-50,-0.05464480874316935,NA,NA
2021,2021-22,01,Atlantic,3720,Northfield City School District,930,83,0,83,847,23,0.025358324145534628,NA,NA,-18,-0.020809248554913284,NA,NA
2022,2022-23,01,Atlantic,3720,Northfield City School District,923,69,0,69,854,-7,-0.007526881720430145,-89,-0.0879446640316206,7,0.008264462809917328,-156,-0.15445544554455448
2023,2023-24,01,Atlantic,3720,Northfield City School District,941,130,0,130,811,18,0.019501625135427858,-39,-0.03979591836734697,-43,-0.050351288056206034,-166,-0.16990788126919143
2012,2012-13,01,Atlantic,4180,Pleasantville Public School District,3878,592,0,592,3286,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,4180,Pleasantville Public School District,3769,420,0,420,3349,-109,-0.028107271789582278,NA,NA,63,0.019172245891661666,NA,NA
2014,2014-15,01,Atlantic,4180,Pleasantville Public School District,3866,581,0,581,3285,97,0.025736269567524506,NA,NA,-64,-0.01911018214392357,NA,NA
2015,2015-16,01,Atlantic,4180,Pleasantville Public School District,3608,434,0,434,3174,-258,-0.06673564407656496,NA,NA,-111,-0.03378995433789955,NA,NA
2016,2016-17,01,Atlantic,4180,Pleasantville Public School District,3562,389,0,389,3173,-46,-0.012749445676274895,NA,NA,-1,-3.15059861373701e-4,NA,NA
2017,2017-18,01,Atlantic,4180,Pleasantville Public School District,3505,351,0,351,3154,-57,-0.016002245929253256,NA,NA,-19,-0.005988023952095856,NA,NA
2018,2018-19,01,Atlantic,4180,Pleasantville Public School District,3501,260,0,260,3241,-4,-0.001141226818830221,NA,NA,87,0.027584020291693045,NA,NA
2019,2019-20,01,Atlantic,4180,Pleasantville Public School District,3492,233,0,233,3259,-9,-0.0025706940874036244,NA,NA,18,0.005553841406973126,NA,NA
2020,2020-21,01,Atlantic,4180,Pleasantville Public School District,3531,300,0,300,3231,39,0.011168384879725046,NA,NA,-28,-0.008591592513040758,NA,NA
2021,2021-22,01,Atlantic,4180,Pleasantville Public School District,3669,379,0,379,3290,138,0.03908241291418868,NA,NA,59,0.018260600433302354,NA,NA
2022,2022-23,01,Atlantic,4180,Pleasantville Public School District,3761,418,0,418,3343,92,0.025074952303079767,-117,-0.030170190820010268,53,0.016109422492401215,57,0.017346317711503412
2023,2023-24,01,Atlantic,4180,Pleasantville Public School District,3694,418,0,418,3276,-67,-0.017814411060888102,-75,-0.01989917750066328,-67,-0.020041878552198633,-73,-0.02179755150791285
2012,2012-13,01,Atlantic,4240,Port Republic School District,113,0,0,0,113,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,4240,Port Republic School District,126,0,0,0,126,13,0.11504424778761058,NA,NA,13,0.11504424778761058,NA,NA
2014,2014-15,01,Atlantic,4240,Port Republic School District,130,0,0,0,130,4,0.031746031746031855,NA,NA,4,0.031746031746031855,NA,NA
2015,2015-16,01,Atlantic,4240,Port Republic School District,123,0,0,0,123,-7,-0.05384615384615388,NA,NA,-7,-0.05384615384615388,NA,NA
2016,2016-17,01,Atlantic,4240,Port Republic School District,118,0,0,0,118,-5,-0.04065040650406504,NA,NA,-5,-0.04065040650406504,NA,NA
2017,2017-18,01,Atlantic,4240,Port Republic School District,114,0,0,0,114,-4,-0.03389830508474578,NA,NA,-4,-0.03389830508474578,NA,NA
2018,2018-19,01,Atlantic,4240,Port Republic School District,101,0,0,0,101,-13,-0.11403508771929827,NA,NA,-13,-0.11403508771929827,NA,NA
2019,2019-20,01,Atlantic,4240,Port Republic School District,104,0,0,0,104,3,0.02970297029702973,NA,NA,3,0.02970297029702973,NA,NA
2020,2020-21,01,Atlantic,4240,Port Republic School District,105,0,0,0,105,1,0.009615384615384581,NA,NA,1,0.009615384615384581,NA,NA
2021,2021-22,01,Atlantic,4240,Port Republic School District,111,0,0,0,111,6,0.05714285714285716,NA,NA,6,0.05714285714285716,NA,NA
2022,2022-23,01,Atlantic,4240,Port Republic School District,108,0,0,0,108,-3,-0.027027027027026973,-5,-0.04424778761061943,-3,-0.027027027027026973,-5,-0.04424778761061943
2023,2023-24,01,Atlantic,4240,Port Republic School District,111,0,0,0,111,3,0.02777777777777768,-15,-0.11904761904761907,3,0.02777777777777768,-15,-0.11904761904761907
2012,2012-13,01,Atlantic,4800,Somers Point School District,1085,83,0,83,1002,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,4800,Somers Point School District,1068,88,0,88,980,-17,-0.015668202764976935,NA,NA,-22,-0.021956087824351322,NA,NA
2014,2014-15,01,Atlantic,4800,Somers Point School District,1016,89,0,89,927,-52,-0.048689138576779034,NA,NA,-53,-0.05408163265306121,NA,NA
2015,2015-16,01,Atlantic,4800,Somers Point School District,997,82,0,82,915,-19,-0.01870078740157477,NA,NA,-12,-0.012944983818770184,NA,NA
2016,2016-17,01,Atlantic,4800,Somers Point School District,945,65,0,65,880,-52,-0.052156469408224715,NA,NA,-35,-0.03825136612021862,NA,NA
2017,2017-18,01,Atlantic,4800,Somers Point School District,926,66,0,66,860,-19,-0.02010582010582007,NA,NA,-20,-0.022727272727272707,NA,NA
2018,2018-19,01,Atlantic,4800,Somers Point School District,882,65,0,65,817,-44,-0.04751619870410362,NA,NA,-43,-0.050000000000000044,NA,NA
2019,2019-20,01,Atlantic,4800,Somers Point School District,854,68,0,68,786,-28,-0.031746031746031744,NA,NA,-31,-0.03794369645042839,NA,NA
2020,2020-21,01,Atlantic,4800,Somers Point School District,787,52,0,52,735,-67,-0.07845433255269318,NA,NA,-51,-0.06488549618320616,NA,NA
2021,2021-22,01,Atlantic,4800,Somers Point School District,787,76,0,76,711,0,0,NA,NA,-24,-0.03265306122448974,NA,NA
2022,2022-23,01,Atlantic,4800,Somers Point School District,741,84,0,84,657,-46,-0.05844980940279543,-344,-0.3170506912442397,-54,-0.07594936708860756,-345,-0.344311377245509
2023,2023-24,01,Atlantic,4800,Somers Point School District,754,106,0,106,648,13,0.01754385964912286,-314,-0.29400749063670417,-9,-0.013698630136986356,-332,-0.3387755102040816
2012,2012-13,01,Atlantic,5350,Ventnor City School District,872,0,59,59,813,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,5350,Ventnor City School District,818,0,44,44,774,-54,-0.06192660550458717,NA,NA,-39,-0.047970479704797064,NA,NA
2014,2014-15,01,Atlantic,5350,Ventnor City School District,778,0,50,50,728,-40,-0.0488997555012225,NA,NA,-46,-0.05943152454780365,NA,NA
2015,2015-16,01,Atlantic,5350,Ventnor City School District,753,0,37,37,716,-25,-0.03213367609254503,NA,NA,-12,-0.016483516483516536,NA,NA
2016,2016-17,01,Atlantic,5350,Ventnor City School District,700,0,35,35,665,-53,-0.07038512616201864,NA,NA,-51,-0.07122905027932958,NA,NA
2017,2017-18,01,Atlantic,5350,Ventnor City School District,665,51,0,51,614,-35,-0.050000000000000044,NA,NA,-51,-0.07669172932330826,NA,NA
2018,2018-19,01,Atlantic,5350,Ventnor City School District,662,57,0,57,605,-3,-0.004511278195488688,NA,NA,-9,-0.014657980456026065,NA,NA
2019,2019-20,01,Atlantic,5350,Ventnor City School District,641,72,0,72,569,-21,-0.031722054380664666,NA,NA,-36,-0.05950413223140494,NA,NA
2020,2020-21,01,Atlantic,5350,Ventnor City School District,618,63,0,63,555,-23,-0.03588143525741028,NA,NA,-14,-0.024604569420035194,NA,NA
2021,2021-22,01,Atlantic,5350,Ventnor City School District,568,81,0,81,487,-50,-0.08090614886731395,NA,NA,-68,-0.12252252252252249,NA,NA
2022,2022-23,01,Atlantic,5350,Ventnor City School District,508,64,0,64,444,-60,-0.10563380281690138,-364,-0.4174311926605505,-43,-0.0882956878850103,-369,-0.4538745387453874
2023,2023-24,01,Atlantic,5350,Ventnor City School District,479,66,0,66,413,-29,-0.057086614173228356,-339,-0.41442542787286063,-31,-0.06981981981981977,-361,-0.4664082687338501
2012,2012-13,01,Atlantic,5760,Weymouth Township School District,199,18,0,18,181,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,01,Atlantic,5760,Weymouth Township School District,192,16,0,16,176,-7,-0.035175879396984966,NA,NA,-5,-0.027624309392265234,NA,NA
2014,2014-15,01,Atlantic,5760,Weymouth Township School District,181,18,0,18,163,-11,-0.05729166666666663,NA,NA,-13,-0.07386363636363635,NA,NA
2015,2015-16,01,Atlantic,5760,Weymouth Township School District,169,16,0,16,153,-12,-0.06629834254143652,NA,NA,-10,-0.06134969325153372,NA,NA
2016,2016-17,01,Atlantic,5760,Weymouth Township School District,155,16,0,16,139,-14,-0.08284023668639051,NA,NA,-14,-0.09150326797385622,NA,NA
2017,2017-18,01,Atlantic,5760,Weymouth Township School District,153,18,0,18,135,-2,-0.012903225806451646,NA,NA,-4,-0.02877697841726623,NA,NA
2018,2018-19,01,Atlantic,5760,Weymouth Township School District,165,18,0,18,147,12,0.07843137254901955,NA,NA,12,0.0888888888888888,NA,NA
2019,2019-20,01,Atlantic,5760,Weymouth Township School District,154,11,0,11,143,-11,-0.06666666666666665,NA,NA,-4,-0.027210884353741527,NA,NA
2020,2020-21,01,Atlantic,5760,Weymouth Township School District,143,14,0,14,129,-11,-0.0714285714285714,NA,NA,-14,-0.09790209790209792,NA,NA
2021,2021-22,01,Atlantic,5760,Weymouth Township School District,162,21,0,21,141,19,0.13286713286713292,NA,NA,12,0.09302325581395343,NA,NA
2022,2022-23,01,Atlantic,5760,Weymouth Township School District,156,20,0,20,136,-6,-0.03703703703703709,-43,-0.2160804020100503,-5,-0.03546099290780147,-45,-0.24861878453038677
2023,2023-24,01,Atlantic,5760,Weymouth Township School District,178,30,0,30,148,22,0.14102564102564097,-14,-0.07291666666666663,12,0.08823529411764697,-28,-0.15909090909090906
2012,2012-13,03,Bergen,0040,Allendale Public School District,903,0,18,18,885,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,03,Bergen,0040,Allendale Public School District,898,0,22,22,876,-5,-0.0055370985603543366,NA,NA,-9,-0.01016949152542368,NA,NA
2014,2014-15,03,Bergen,0040,Allendale Public School District,901,0,17,17,884,3,0.0033407572383072903,NA,NA,8,0.009132420091324311,NA,NA
2015,2015-16,03,Bergen,0040,Allendale Public School District,904,0,19,19,885,3,0.0033296337402886067,NA,NA,1,0.0011312217194570096,NA,NA
2016,2016-17,03,Bergen,0040,Allendale Public School District,911,0,16,16,895,7,0.007743362831858391,NA,NA,10,0.011299435028248483,NA,NA
2017,2017-18,03,Bergen,0040,Allendale Public School District,913,0,18,18,895,2,0.002195389681668436,NA,NA,0,0,NA,NA
2018,2018-19,03,Bergen,0040,Allendale Public School District,874,0,22,22,852,-39,-0.042716319824753546,NA,NA,-43,-0.04804469273743017,NA,NA
2019,2019-20,03,Bergen,0040,Allendale Public School District,862,0,25,25,837,-12,-0.013729977116704761,NA,NA,-15,-0.017605633802816878,NA,NA
2020,2020-21,03,Bergen,0040,Allendale Public School District,849,0,18,18,831,-13,-0.015081206496519672,NA,NA,-6,-0.007168458781361964,NA,NA
2021,2021-22,03,Bergen,0040,Allendale Public School District,877,0,22,22,855,28,0.03297997644287398,NA,NA,24,0.028880866425992746,NA,NA
2022,2022-23,03,Bergen,0040,Allendale Public School District,906,0,23,23,883,29,0.033067274800456126,3,0.0033222591362125353,28,0.03274853801169586,-2,-0.002259887005649719
2023,2023-24,03,Bergen,0040,Allendale Public School District,897,4,14,18,879,-9,-0.009933774834437137,-1,-0.00111358574610243,-4,-0.0045300113250282825,3,0.003424657534246478
2012,2012-13,03,Bergen,0080,Alpine Public School District,145,0,0,0,145,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,03,Bergen,0080,Alpine Public School District,163,0,0,0,163,18,0.12413793103448278,NA,NA,18,0.12413793103448278,NA,NA
2014,2014-15,03,Bergen,0080,Alpine Public School District,155,0,0,0,155,-8,-0.049079754601227044,NA,NA,-8,-0.049079754601227044,NA,NA
2015,2015-16,03,Bergen,0080,Alpine Public School District,153,0,0,0,153,-2,-0.012903225806451646,NA,NA,-2,-0.012903225806451646,NA,NA
2016,2016-17,03,Bergen,0080,Alpine Public School District,160,0,0,0,160,7,0.045751633986928164,NA,NA,7,0.045751633986928164,NA,NA
2017,2017-18,03,Bergen,0080,Alpine Public School District,148,0,0,0,148,-12,-0.07499999999999996,NA,NA,-12,-0.07499999999999996,NA,NA
2018,2018-19,03,Bergen,0080,Alpine Public School District,135,0,0,0,135,-13,-0.08783783783783783,NA,NA,-13,-0.08783783783783783,NA,NA
2019,2019-20,03,Bergen,0080,Alpine Public School District,153,0,0,0,153,18,0.1333333333333333,NA,NA,18,0.1333333333333333,NA,NA
2020,2020-21,03,Bergen,0080,Alpine Public School District,151,0,0,0,151,-2,-0.013071895424836555,NA,NA,-2,-0.013071895424836555,NA,NA
